,Site,Title,Id,Manufacturer,ManufacturerId,Min_Price,Max_Price,StockStatus,Attributes
23,torob,۱۳ Surface Book Microsoft Surface Book 2 13 5 Intel Core i5 8GB RAM 256 GB silver 13 5 Intel Core i5 8GB RAM 256GB,bdbdaed9-00b0-4752-a5db-2fc43874fe62,Microsoft,13,16500000,21000000,new,"{'ابعاد': '13-23 × 232 × 312 ميلی متر', 'وزن': '1534 گرم', 'سازنده پردازنده': 'Intel', 'سری پردازنده': 'Core i5', 'مدل پردازنده': '8350U', 'فرکانس پردازنده': '1.70GHz up to 3.60GHz', 'حافظه کش': '6 مگابایت', 'ظرفیت حافظه رم': '8 گیگابایت', 'ظرفیت حافظه داخلی': '256 گیگابایت', 'قابلیت نصب کارت حافظه': 'دارد', 'نوع کارت حافظه قابل نصب': 'SDXC', 'نوع حافظه داخلی': 'SSD', 'سازنده پردازنده گرافیکی': 'Intel', 'مدل پردازنده گرافیکی': 'Intel® UHD Graphics 620', 'حافظه پردازنده گرافیکی': 'بدون حافظه گرافیکی مجزا', 'اندازه صفحه نمایش': '13.5 اینچ', 'دقت / رزولوشن': '2000 × 3000 | 3K', 'صفحه نمایش مات': 'ندارد', 'صفحه نمایش لمسی': 'دارد', 'تعداد پورت USB-C': '1 عدد', 'پورت VGA': 'ندارد', 'پورت HDMI': 'ندارد', 'Display Port': 'ندارد', 'تعداد پورت USB 2.0': 'ندارد', 'پورت تاندربولت': 'ندارد', 'تعداد پورت USB 3.0': 'ندارد', 'پورت Thunderbolt 3': 'ندارد', 'درگاه انتقال صدا': 'یک عدد جک صوتی 3.5 میلی متری', 'تعداد پورت USB 3.1': '2 عدد', 'پورت Mini HDMI': 'ندارد', 'نوع حافظه رم': 'LPDDR3', 'سیستم عامل': 'Microsoft Windows 10', 'حسگر اثر انگشت': 'ندارد', 'شبکه بیسیم WiFi': 'دارد', 'بلوتوث': 'دارد', 'حسگر ها': 'ژیروسکوپ (Gyroscope), شتاب\u200cسنج (Accelerometer), مغناطیس سنج (Magnetometer), سنجش نور محیط (Light Sensor)', 'درایو نوری': 'ندارد', 'اقلام همراه': 'شارژر'}"
24,torob,FX506HE 16GB RAM 512GB SSD i5 11400H VGA 3050TI 4GB Asus TUF Gaming FX506HE,b4f927a3-5314-44a1-90fc-0c11857e08ea,ASUS,29,40000000,49395000,new,"{'کاربری': 'تدوین, دانشجویی, طراحی, گیمینگ, مالتی مدیا', 'کشور برند': 'تایوان', 'ابعاد (میلیمتر)': '359x256x22.8', 'وزن (کیلوگرم)': '2.3', 'جنس بدنه': 'پلاستیک', 'شرکت سازنده پردازنده': 'Intel', 'نام سری پردازنده': 'Tiger Lake', 'نسل پردازنده': 'نسل 11', 'سری پردازنده': 'Core i5', 'مدل': '11400H', 'فرکانس پایه': '2.7GHz', 'فرکانس افزایشی': '4.5GHz', 'حافظه کش': '12MB', 'تعداد هسته': '6', 'تعداد رشته': '12', 'فناوری ساخت پردازنده': '10 نانومتری', 'معماری ساخت': 'x86', 'مصرف برق پردازنده': '45 وات', 'مقدار حافظه رم': '16GB', 'نوع رم': 'DDR4', 'باس رم': '3200MHz', 'تعداد اسلات رم': '2', 'قابلیت ارتقاء رم': 'Up to 32GB', 'نوع حافظه': 'SSD', 'ظرفیت SSD': '512GB', 'نوع اتصال SSD': 'PCIe NVMe', 'تعداد اسلات SSD': '2', 'شرکت سازنده گرافیک': 'NVIDIA', 'نوع گرافیک': 'GeForce', 'مدل گرافیک': 'RTX 3050 Ti', 'حجم گرافیک': '4GB', 'رم گرافیک': 'GDDR6', 'توان گرافیک': '60 وات', 'توان افزایشی': '75 وات', 'DirectX': 'DirectX 12', 'PCIe': '4.0', 'سایز صفحه نمایش (اینچ)': '15.6', 'پنل تصویر': 'IPS', 'نوع نمایش تصویر': 'Wide View', 'وضوح تصویر': 'Full HD', 'رزولوشن': '1920x1080', 'نرخ تصویر': '144Hz', 'نسبت تصویر': '16:9', 'Adobe RGB': '47.34%', 'sRGB': '62.5%', 'گواهی های نمایشگر': 'anti-glare display', 'Type-C': '(DisplayPort), (Thunderbolt 4), 1', 'USB 3.2': '3', 'USB 2.0': '1', 'ظرفیت و نوع': '4Cell 90WHr', 'جنس باطری': 'لیتیوم یون', 'میزان شارژ دهی': '2 الی 3 ساعت', 'توان آداپتور': '200 وات', 'نوع نمایش نور کیبورد': 'Backlit Chiclet Keyboard 1-Zone RGB', 'تعداد اسپیکر': '2 عدد', 'نوع اسپیکر': 'Built-in array microphone', 'تعداد فن': '2', 'محتویات جعبه': 'دفترچه راهنما, شارژر, کابل شارژر'}"
25,torob,Victus 15 8GB RAM 512GB SSD i5 12500H VGA 3050 4GB HP Victus15,f079490c-2d6c-483e-8f38-c1448a5ee222,HP,4,35050000,43700000,new,"{'وزن (کیلوگرم)': '2.29', 'ابعاد (میلی متر)': '23.5×255×357.9', 'سری پردازنده': 'Corei5', 'مدل پردازنده': '12500H', 'فرکانس پردازنده': '3.3GHz up to 4.5GHz', 'تعداد هسته': '12', 'تعداد رشته': '16', 'حافظه Cache': '18MB', 'ظرفیت حافظه RAM': '8GB', 'نوع حافظه RAM': 'DDR4', 'باس رم': '3200MHZ', 'قابلیت ارتقای رم': 'تا 64 گیگابایت', 'ظرفیت حافظه داخلی': '512GB', 'نوع حافظه داخلی': 'SSD', 'مشخصات حافظه SSD': 'PCIe NVMe', 'مشخصات حافظه HDD': 'isNull', 'قابلیت ارتقا حافظه داخلی': 'دارد', 'مدل پردازنده گرافیکی': 'Geforce RTX 3050', 'حجم گرافیک اختصاصی': '4GB', 'نوع رم گرافیک': 'GDDR6', 'توان گرافیک': '90 وات', 'رابط حافظه': '128Bit', 'اندازه صفحه نمایش': '15.6""', 'نرخ بروزرسانی تصویر': '60 هرتز', 'پنل تصویر': 'isNull', 'وضوح تصویر': 'FULL HD', 'رزولوشن': '1080*1920', 'صفحه نمایش لمسی': 'ندارد', 'صفحه نمایش مات': 'دارد', 'درایو نوری': 'ندارد', 'وبکم': 'دارد', 'نور صفحه کلید': 'دارد', 'حسگر اثر انگشت': 'ندارد', 'تاچ پد چند لمسی': 'دارد', 'کارت خوان': 'دارد', 'وای فای (WIFI)': '(Wi-Fi 6 (802.11ax', 'بلوتوث (Bluetooth)': 'Bluetooth 5.0', 'درگاه شبکه LAN': 'دارد', 'پورت HDMI': 'دارد', 'پورت USB Type-C': 'دارد', 'پورت USB 2.0': 'isNull', 'پورت USB 3.0': 'isNull', 'usb_3_2_port': '2 عدد', 'vga_port': 'isNull', '3_5_mm_jack': 'دارد', 'مشخصات اسپیکر': 'Dual speakers', 'تاندربولت Thunderbolt': 'isNull', 'سیستم عامل': 'Windows 11 64Bit Home', 'زبان حک شده بر روی صفحه کلید (کیبورد)': 'isNull', 'ظرفیت و نوع باطری': '4Cell 70WHr', 'میزان حدودی شارژدهی باطری': '2 تا 4 ساعت', 'قابلیت جدا شدن باطری': 'ندارد', 'اقلام همراه': 'دفترچه\u200c راهنما شارژر', 'مناسب برای (L)': 'مخصوص بازی ، کاربری عمومی ، کاربری مالتی\u200cمدیا', 'کانفیگ اصلی': 'دارد', 'سازنده پردازنده گرافیکی': 'nvidia', 'سازنده پردازنده': 'intel'}"
26,torob,16 VivoBook M1603QA Ryzen 7 16GB 512GB SSD 8RX VivoBook M1603QA Ryzen 7 5800H 16GB 512GB SSD 8RX VEGA Full HD Laptop,d9c59100-87e0-48de-9cbc-74f187679ab3,ASUS,29,30900000,46574100,new,"{'سازنده پردازنده': 'amd', 'سری پردازنده': 'Ryzen 7', 'مدل پردازنده': '5800H Mobile', 'فرکانس پردازنده': 'Up to 4.4 GHz max boost', 'تعداد هسته': '8', 'حافظه Cache': '20MB', 'تعداد رشته': '16', 'ظرفیت حافظه RAM': '8GB', 'نوع حافظه RAM': 'DDR4', 'قابلیت ارتقای رم': 'تا 24 گیگابایت', 'باس رم': '3200MHZ', 'ظرفیت حافظه داخلی': '512GB', 'نوع حافظه داخلی': 'SSD', 'قابلیت ارتقا حافظه داخلی': 'دارد', 'مشخصات حافظه HDD': 'isNull', 'مشخصات حافظه SSD': 'PCIe NVMe', 'سازنده پردازنده گرافیکی': 'amd', 'مدل پردازنده گرافیکی': 'Radeon Graphics', 'حجم گرافیک اختصاصی': 'isNull', 'نوع رم گرافیک': 'isNull', 'توان گرافیک': 'isNull', 'رابط حافظه': 'isNull', 'درایو نوری': 'ندارد', 'وبکم': 'دارد', 'نور صفحه کلید': 'ندارد', 'حسگر اثر انگشت': 'ندارد', 'کارت خوان': 'ندارد', 'بلوتوث (Bluetooth)': 'Bluetooth 5.0', 'درگاه شبکه LAN': 'ندارد', 'پورت HDMI': 'دارد', 'پورت USB Type-C': 'دارد', 'پورت USB 2.0': '1 عدد', 'پورت USB 3.0': 'isNull', 'وای فای (WIFI)': '(Wi-Fi 6 (802.11ax', 'تاندربولت Thunderbolt': 'isNull', 'تاچ پد چند لمسی': 'دارد', 'پورت VGA': 'ندارد', 'جک 3.5 میلیمتری': 'دارد', 'پورت USB 3.2': '2 عدد', 'مشخصات اسپیکر': 'SonicMaster', 'مناسب برای (L)': 'کاربری عمومی ، کاربری مالتی\u200cمدیا', 'ظرفیت و نوع باطری': '3Cell 50WHr', 'میزان حدودی شارژدهی باطری': '2 تا 4 ساعت', 'سیستم عامل': 'DOS', 'اقلام همراه': 'دفترچه\u200c راهنما شارژر کابل برق', 'قابلیت جدا شدن باطری': 'ندارد', 'نرخ بروزرسانی تصویر': '60 هرتز', 'اندازه صفحه نمایش': '16""', 'پنل تصویر': 'WV', 'وضوح تصویر': 'WUXGA', 'رزولوشن': '1080*1920', 'صفحه نمایش لمسی': 'ندارد', 'صفحه نمایش مات': 'دارد', 'کانفیگ اصلی': 'دارد', 'وزن (کیلوگرم)': '1.88', 'ابعاد (میلی متر)': '19.9×247.7×358.4'}"
27,torob,Ideapad 3 8GB RAM 1TB HDD 256GB SSD I3 1115G4 Lenovo Ideapad 3,523373bc-d3b4-4a55-89a4-a6b398dee922,Lenovo,43,15129000,35017000,new,"{'سازنده پردازنده': 'intel', 'سری پردازنده': 'Corei3', 'مدل پردازنده': '1115G4', 'فرکانس پردازنده': '3.0GHz up to 4.1GHz', 'تعداد هسته': '2', 'حافظه Cache': '6MB', 'تعداد رشته': '4', 'ظرفیت حافظه RAM': '8GB', 'نوع حافظه RAM': 'DDR4', 'قابلیت ارتقای رم': 'تا 12 گیگابایت', 'باس رم': '2666MHz', 'ظرفیت حافظه داخلی': '1TB HDD+256GB SSD', 'نوع حافظه داخلی': 'Hybrid', 'قابلیت ارتقا حافظه داخلی': 'دارد', 'مشخصات حافظه HDD': '5400RPM', 'مشخصات حافظه SSD': 'PCIe NVMe', 'سازنده پردازنده گرافیکی': 'intel', 'مدل پردازنده گرافیکی': 'UHD', 'حجم گرافیک اختصاصی': 'isNull', 'نوع رم گرافیک': 'isNull', 'توان گرافیک': 'isNull', 'رابط حافظه': 'isNull', 'درایو نوری': 'ندارد', 'وبکم': 'دارد', 'نور صفحه کلید': 'ندارد', 'حسگر اثر انگشت': 'ندارد', 'کارت خوان': 'دارد', 'بلوتوث (Bluetooth)': 'Bluetooth 5.0', 'درگاه شبکه LAN': 'ندارد', 'پورت HDMI': 'دارد', 'پورت USB Type-C': 'ندارد', 'پورت USB 2.0': '1 عدد', 'پورت USB 3.0': '2 عدد', 'وای فای (WIFI)': 'Wi-Fi 5 (802.11ac)', 'تاندربولت Thunderbolt': 'isNull', 'تاچ پد چند لمسی': 'دارد', 'vga_port': 'isNull', '3_5_mm_jack': 'دارد', 'usb_3_2_port': 'isNull', 'مشخصات اسپیکر': 'Stereo', 'مناسب برای (L)': 'کاربری عمومی ، کاربری مالتی\u200cمدیا', 'ظرفیت و نوع باطری': '2Cell 35WHr', 'میزان حدودی شارژدهی باطری': '2 تا 4 ساعت', 'سیستم عامل': 'DOS', 'اقلام همراه': 'دفترچه\u200c راهنما شارژر', 'قابلیت جدا شدن باطری': 'ندارد', 'نرخ بروزرسانی تصویر': '60 هرتز', 'اندازه صفحه نمایش': '15.6""', 'پنل تصویر': 'isNull', 'وضوح تصویر': 'FULL HD', 'رزولوشن': '1080*1920', 'صفحه نمایش لمسی': 'ندارد', 'صفحه نمایش مات': 'دارد', 'کانفیگ اصلی': 'ندارد', 'وزن (کیلوگرم)': '1.75', 'ابعاد (میلی متر)': '362.2×253.4×19.9'}"
28,torob,15 6 HP 255 G8 R5 A Ryzen 5 5500U 8GB 512GB SSD AMD HP 255 G8 R5 A Ryzen 5 5500U 8GB 512GB SSD AMD FHD Laptop,2982858f-a1f7-4127-8c28-c4c4c2b550f9,HP,4,22907000,24000000,new,"{'برند': 'HP', 'ابعاد': '358x242x19 میلی\u200cمتر', 'وزن': '1.8 کیلوگرم', 'کشور سازنده': 'آمریکا', 'طبقه بندی': 'عمومی, مالتی مدیا', 'سازنده پردازنده': 'AMD', 'سری پردازنده': 'Ryzen 5', 'مدل پردازنده': 'AMD Radeon Graphics', 'فرکانس پردازنده': '2.10GHz up to 4.0GHz', 'حافظه کش': '8 مگابایت', 'تعداد هسته واقعی': '6', 'تعداد هسته مجازی': '12', 'ظرفیت حافظه رم': '8 گیگابایت', 'نوع حافظه رم': 'DDR4', 'باس حافظه رم': '3200MHz', 'نوع حافظه داخلی': 'SSD', 'ظرفیت حافظه SSD': '512 گیگابایت', 'مشخصات حافظه داخلی': '512 گیگابایت حافظه داخلی از نوع PCIe NVMe M.2 SSD', 'سازنده پردازنده گرافیکی': 'AMD', 'حافظه اختصاصی پردازنده': 'بدون حافظه گرافیکی مجزا', 'اندازه صفحه نمایش': '15.6 اینچ', 'تکنولوژی پنل صفحه نمایش': 'IPS', 'دقت صفحه نمایش': 'Full HD | 1920×1080', 'نوع صفحه نمایش': 'مات', 'صفحه نمایش لمسی': 'خیر', 'توضیحات صفحه نمایش': 'نرخ به روز رسانی 60 هرتز', 'درایو نوری': 'فاقد درایو نوری', 'وبکم': 'بله', 'مشخصات اسپیکر': 'اسپیکر ها ساخت کمپانی Bang & Olufsen', 'نور پس زمینه کیبورد': 'خیر', 'مشخصات تاچ پد': 'پشتیبانی از فرمان\u200cهای چند لمسی', 'حسگر اثر انگشت': 'خیر', 'کارت خوان': 'بله', 'مودم': 'فاقد مودم', 'شبکه بی سیم Wi-Fi': 'بله', 'بلوتوث': 'بلوتوث داخلی', 'پورت شبکه Ethernet': 'خیر', 'پورت HDMI': 'بله', 'پورت VGA': 'خیر', 'پورت Mini Display': 'خیر', 'تعداد پورت USB Type-C': '1 عدد', 'تعداد پورت USB 3.1': '3 عدد', 'تعداد پورت USB 3.0': 'خیر', 'تعداد پورت USB 2.0': 'خیر', 'پورت FireWire 800': 'خیر', 'پورت Thunderbolt': 'خیر', 'پورت Serial': 'خیر', 'نوع باتری': '3 سلولی', 'توضیحات باتری': 'باتری لیتیوم-یون با ظرفیت 41 وات\u200cساعت', 'سیستم عامل': 'فاقد سیستم عامل', 'نسخه سیستم عامل': 'DOS', 'اقلام همراه': '– شارژر – کابل برق – دفترچه راهنما'}"
29,torob,Ideapad 3 12GB RAM 256GB SSD 1TB HDD i3 1115G4 Lenovo Ideapad 3,a70f36eb-b544-4209-95d1-55d080c0090d,Lenovo,43,16290000,22000000,new,"{'نوع کالا': 'لپ تاپ', 'سال تولید': '2022', 'رنگ بندی': 'خاکستری (Arctic Grey)', 'سیستم عامل': 'ندارد', 'مدل': 'IdeaPad 3-15ITL6', 'نوع کاربری': 'مالتی مدیا | دانشجویی', 'درایو نوری': 'ندارد', 'تاچ پد': 'دارد (پشتیبانی از فرمان\u200cهای چند لمسی)', 'کیبورد با نور پس\u200cزمینه': 'ندارد', 'جنس بدنه': 'پلی\u200cکربنات (PC) و پلاستیک (ABS)', 'وزن': '2.43 کیلوگرم', 'ابعاد': '19.9 × 236.5 × 359.2 میلی\u200cمتر', 'صفحه نمایش لمسی': 'ندارد', 'نوع صفحه نمایش': 'TN LCD', 'اندازه صفحه نمایش': '15.6 اینچ', 'رزولوشن': '(1080 × 1920) پیکسل', 'شدت روشنایی': '250 نیت', 'گستره رنگی NTSC': '45 درصد', 'نسبت ابعاد صفحه نمایش': '16:9', 'پوشش سطح صفحه نمایش': 'مات', 'وبکم': 'دارد', 'سایر قابلیت های وبکم': 'دوربین با کیفیت HD (1280 × 720) | دارای Privacy Shutter | دارای فوکوس ثابت (Fixed Focus)', 'سازنده': 'Intel', 'مدل پردازنده مرکزی': '1115G4', 'سری پردازنده': 'Core i3', 'نوع پردازنده': '64 بیتی', 'حافظه کش (Cache)': '6 مگابایت', 'پردازنده گرافیکی': 'Intel UHD Graphics', 'حافظه پردازنده گرافیکی': 'ندارد', 'محدوده سرعت پردازنده': '3.0 گیگاهرتز تا 4.1 گیگاهرتز', 'تعداد هسته پردازنده': '2 هسته حقیقی + 4 هسته مجازی', 'حافظه رم (Ram)': '12 گیگابایت', 'نوع حافظه رم': 'DDR4', 'فرکانس حافظه رم': '3200 مگاهرتز', 'ظرفیت حافظه داخلی': '1 ترابایت + 256 گیگابایت', 'نوع حافظه داخلی': 'SSD + HDD', 'کارت\u200cخوان': 'دارد', 'شبکه بی\u200cسیم Wi-Fi': 'Wi-Fi 802.11 a/b/g/n/ac', 'مودم': 'ندارد', 'شبکه اترنت (Ethernet)': 'ندارد', 'بلوتوث': 'نسخه 5.0', 'پشتیبانی از تاندربولت': 'دارد', 'درگاه USB-2': '1 عدد', 'درگاه USB-3': '1 عدد', 'درگاه USB-C': '1 عدد', 'درگاه HDMI': 'HDMI 1.4b', 'توضیحات درگاه USB': 'درگاه USB-C Gen 1 | درگاه USB 3.2 Gen 1 | درگاه USB 2.0', 'اسپیکر': 'استریو', 'جک 3.5 میلی\u200cمتری صدا': 'دارد (مشترک با هدفون و میکروفن)', 'توضیحات تکمیلی صدا': 'دارای بلندگو با توان 1.5 وات | دارای قابلیت صدای دالبی (Dolby Audio)', 'باتری قابل تعویض': 'ندارد', 'نوع باتری': 'لیتیوم پلیمری 2 سلولی', 'ظرفیت باتری': '38 وات\u200c ساعت', 'میزان شارژدهی': '2 الی 4 ساعت', 'حسگرها': 'حسگر اثر انگشت (Fingerprint)', 'اقلام همراه': 'دفترچه راهنما | شارژر'}"
30,torob,IdeaPad 3 4GB RAM 1TB HDD 256GB SSD N4020 Lenovo IdeaPad 3,f3900240-cea3-4aa3-8154-65c972212270,Lenovo,43,11600000,18350000,new,"{'وزن (کیلوگرم)': '1.75', 'ابعاد (میلی متر)': '362.2×253.4×19.9', 'سازنده پردازنده': 'INTEL', 'سری پردازنده': 'Celeron', 'مدل پردازنده': 'N4020', 'فرکانس پردازنده': '1.1GHz Up to 2.8GHz', 'تعداد هسته': '2', 'تعداد رشته': '4', 'حافظه Cache': '4MB', 'ظرفیت حافظه RAM': '4GB', 'نوع حافظه RAM': 'DDR4', 'باس رم': '2400MHz', 'قابلیت ارتقای رم': 'ندارد', 'ظرفیت حافظه داخلی': '1TB HDD+256GB SSD', 'نوع حافظه داخلی': 'Hybrid', 'مشخصات حافظه SSD': 'PCIe NVMe', 'مشخصات حافظه HDD': '5400RPM', 'قابلیت ارتقا حافظه داخلی': 'دارد', 'سازنده پردازنده گرافیکی': 'INTEL', 'مدل پردازنده گرافیکی': 'UHD 600', 'حجم گرافیک اختصاصی': '--- بدون مقدار ---', 'نوع رم گرافیک': '--- بدون مقدار ---', 'توان گرافیک': '--- بدون مقدار ---', 'رابط حافظه': '--- بدون مقدار ---', 'اندازه صفحه نمایش': '15.6""', 'نرخ بروزرسانی تصویر': '60 هرتز', 'پنل تصویر': 'TN', 'وضوح تصویر': 'HD', 'رزولوشن': '1366*768', 'صفحه نمایش لمسی': 'ندارد', 'صفحه نمایش مات': 'دارد', 'درایو نوری': 'ندارد', 'وبکم': 'دارد', 'نور صفحه کلید': 'ندارد', 'حسگر اثر انگشت': 'ندارد', 'تاچ پد چند لمسی': 'دارد', 'کارت خوان': 'دارد', 'وای فای (WIFI)': 'Wi-Fi 5 (802.11ac)', 'بلوتوث (Bluetooth)': 'Bluetooth 5.0', 'درگاه شبکه LAN': 'ندارد', 'پورت HDMI': 'دارد', 'پورت USB Type-C': 'ندارد', 'پورت USB 2.0': '1 عدد', 'پورت USB 3.0': '--- بدون مقدار ---', 'پورت USB 3.2': '2 عدد', 'پورت VGA': '--- بدون مقدار ---', 'جک 3.5 میلیمتری': 'دارد', 'مشخصات اسپیکر': 'Dolby Atmos', 'تاندربولت Thunderbolt': '--- بدون مقدار ---', 'سیستم عامل': 'DOS', 'زبان حک شده بر روی صفحه کلید (کیبورد)': 'انگلیسی', 'ظرفیت و نوع باطری': '2Cell 35WHr', 'میزان حدودی شارژدهی باطری': '2 تا 4 ساعت', 'قابلیت جدا شدن باطری': 'ندارد', 'اقلام همراه': 'دفترچه\u200c راهنما شارژر', 'مناسب برای': 'دانشجویی و دانش آموزی', 'کانفیگ اصلی': 'ندارد'}"
31,torob,ASUS VivoBook S 15 OLED K3502ZA i5 12500H 8 1SSD INT K3502 ZA,98ebb57f-556e-4352-a4bf-506a9e88a38e,ASUS,29,38400000,43190000,new,"{'طبقه بندی': 'برنامه نویسی حرفه ای, تولید محتوا،طراحی سایت, دانشجویی, رندرینگ, طراحی،تدوین،معماری و نقشه کشی, گیمینگ', 'نام برند': 'ایسوس(Asus)', 'کشورسازنده': 'تایوان', 'وزن (kg)': '1.8Kg', 'ابعاد (میلیمتر)': '18.9×234.3×359.8 میلیمتر', 'ساختار و جنس بدنه': 'پلی کربنات و فلز', 'سازنده پردازنده': 'Intel', 'نوع سری پردازنده': 'Alder Lake', 'مدل پردازنده': 'Core i5', 'نسل پردازنده': 'نسل 12', 'سری پردازنده': '12500H', 'فرکانس پردازنده': '2.5 گیگاهرتز تا 4.5 گیگاهرتز', 'حافظه کش': '18مگابایت', 'تعداد هسته': '12هسته حقیقی + 16هسته مجازی', 'فناوری ساخت پردازنده': '10 نانومتری', 'مصرف برق پردازنده': '45 وات', 'ظرفیت حافظه ی رم': '8GB', 'نوع و باس رم': 'DDR4 3200MHz', 'قابلیت ارتقای رم': '42 گیگابایت', 'تعداد اسلات رم': '1عدد', 'نوع حافظه': 'SSD', 'حافظه خشک(SSD)': '1TB', 'حافظه مکانیکی(HDD)': 'ندارد', 'قابلیت ارتقاء SSD': 'دارد', 'قابلیت ارتقاء HDD': 'ندارد', 'قابلیت نصب HDD': 'ندارد', 'تعداد اسلات SSD': '1عدد', 'نوع اتصال SSD': 'PCIe NVMe®, PCIe 4.0', 'شرکت سازنده': 'INTEL', 'مدل پردازنده گرافیکی': 'Intel Iris Graphics', 'حافظه اختصاصی گرافیک': 'بدون حافظه\u200cی گرافیکی مجزا', 'اندازه صفحه نمایش': '15.6 اینچ', 'نوع صفحه نمایش': '2.8k (2880×1620) OLED', 'صفحه نمایش مات': 'خیر', 'صفحه نمایش لمسی': 'خیر', 'رزولوشن': '2880x1620', 'نرخ تصویر': '120 هرتز', 'نسبت تصویر': '16:9', 'شدت روشنایی': '600nits', 'شبکه بیسیم WiFi': 'دارد', 'بلوتوث': 'دارد', 'کیبورد با نور پس زمینه': 'دارد', 'نوع نمایش نور کیبورد': 'Backlit با نور سفید رنگ', 'صفحه کلید اعداد': 'دارد', 'تاچ پد چند لمسی': 'دارد', 'نمایشگر تاچ پد': 'ندارد', 'وبکم': 'دارد', 'تعداد اسپیکر': '2 عدد', 'نوع اسپیکر': 'harman/kardon', 'تعدادفن': '1 عدد', 'Keystone': 'ندارد', 'درایو نوری': 'ندارد', 'حسگر اثر انگشت': 'ندارد', 'سیستم عامل': 'ندارد', 'پورت USB Type-C': 'ندارد', 'درگاه SD Card': 'ندارد', 'پورت USB2': '1 عدد', 'پورت USB3': 'ندارد', 'پورت USB 3.2': '1 عدد', 'پورت USB 4.0': 'ندارد', 'پورت HDMI': 'دارد', 'پورت Thunderbolt': '2 عدد تاندربوت 4', 'پورت شبکه Ethernet': 'ندارد', 'پورت VGA': 'ندارد', 'Display Port': 'ندارد', 'نوع باتری': '3Cell 70Wh', 'جنس باتری': 'لیتیوم یون', 'شارژدهی باتری': '2 الی 4 ساعت', 'قابلیت جداسازی باتری': 'ندارد', 'اقلام همراه دستگاه': 'دفترچه راهنما, شارژر, کابل شارژر'}"
32,torob,ROG Zephyrus Duo 16 GX650PY Z 2023,99747eb9-5ce5-4e4a-975c-1419f5573b67,ASUS,29,0,0,new,"{'کاربری': 'تدوین, طراحی, طراحی سنگین, گیمینگ, مالتی مدیا', 'کشور برند': 'تایوان', 'ابعاد (میلیمتر)': '355x266x29.7', 'وزن (کیلوگرم)': '2.67', 'جنس بدنه': 'آلومینیوم', 'شرکت سازنده پردازنده': 'AMD', 'نام سری پردازنده': 'Dragon Range (Zen 4)', 'نسل پردازنده': 'نسل 7', 'سری پردازنده': 'Ryzen 9', 'مدل': '7945HX', 'فرکانس پایه': '2.5GHz', 'فرکانس افزایشی': '5.4GHz', 'حافظه کش': '64MB', 'تعداد هسته': '16', 'تعداد رشته': '32', 'فناوری ساخت پردازنده': '5 نانومتری', 'معماری ساخت': 'x86', 'مصرف برق پردازنده': '55 وات', 'مقدار حافظه رم': '64GB', 'نوع رم': 'DDR5', 'باس رم': '4800MHz', 'تعداد اسلات رم': '2', 'قابلیت ارتقاء رم': 'Up to 64GB', 'نوع حافظه': 'SSD', 'ظرفیت SSD': '4TB', 'نوع اتصال SSD': 'PCIe NVMe', 'تعداد اسلات SSD': '2', 'شرکت سازنده گرافیک': 'NVIDIA', 'نوع گرافیک': 'GeForce', 'مدل گرافیک': 'RTX 4090', 'حجم گرافیک': '16GB', 'رم گرافیک': 'GDDR6', 'توان گرافیک': '140 وات', 'توان افزایشی': '165 وات', 'DirectX': 'DirectX 12 Ultimate', 'تعداد ترانزیستور': '76.3Billion', 'PCIe': '4x16/x8', 'سایز صفحه نمایش (اینچ)': '16.0', 'پنل تصویر': 'IPS', 'نوع نمایش تصویر': 'Wide View', 'وضوح تصویر': 'QHD+', 'رزولوشن': '2560x1600', 'نرخ تصویر': '240Hz', 'زمان پاسخگویی': '3ms', 'نسبت تصویر': '16:10', 'شدت روشنایی': '1100nits', 'DCI-P3': '100%', 'صفحه نمایش لمسی': 'Second Display', 'گواهی های نمایشگر': 'anti-glare display, FreeSync Premium, Pantone Validated, Support Dolby Vision HDR', 'Type-C': '(DisplayPort), (Power Delivery), 2, G-Sync', 'USB 3.2': '2', 'LAN': ', 2.5G', 'ظرفیت و نوع': '4Cell 90WHr', 'جنس باطری': 'لیتیوم یون', 'میزان شارژ دهی': '1 الی 3 ساعت', 'توان آداپتور': '330 وات', 'نوع نمایش نور کیبورد': 'Backlit Chiclet Keyboard Per-Key RGB', 'نمایشگر تاچ پد': 'Digital NumberPad', 'تعداد اسپیکر': '6 عدد', 'نوع اسپیکر': 'Dolby Atmos', 'تعداد فن': '2', 'سیستم عامل': 'Windows 11 Pro', 'محتویات جعبه': 'دفترچه راهنما, شارژر, کابل شارژر'}"
