SiteTitleIdManufacturerMin_PriceMax_PriceStockStatusAttributes
1433digiacer a315-24p-r1rd - r5 8gb 256ssd radeon 15.6 inch laptop - customized11400857acer236880000236880000new[{'title': 'وزن', 'values': ['1.8 کیلوگرم']}, {'title': 'سازنده پردازنده', 'values': ['AMD ']}, {'title': 'سری پردازنده', 'values': ['Ryzen 5 ']}, {'title': 'مدل پردازنده', 'values': ['7520U ']}, {'title': 'فرکانس پردازنده', 'values': ['2.8 تا 4.3 گیگاهرتز ']}, {'title': 'حافظه Cache', 'values': ['چهار مگابایت ']}, {'title': 'ظرفیت حافظه RAM', 'values': ['8 گیگابایت ']}, {'title': 'نوع حافظه RAM', 'values': ['DDR5 ']}, {'title': 'ظرفیت حافظه داخلی', 'values': ['256 گیگابایت ']}, {'title': 'نوع حافظه داخلی', 'values': ['SSD ']}, {'title': 'مشخصات حافظه داخلی', 'values': ['256 گیگبایت حافظه از نوع SSD PCIe NVMe (درایو حالت جامد) (Solid State Drive) ']}, {'title': 'سازنده پردازنده گرافیکی', 'values': ['AMD ']}, {'title': 'مدل پردازنده گرافیکی', 'values': ['Radeon ']}, {'title': 'حافظه اختصاصی پردازنده گرافیکی', 'values': ['بدون حافظه\u200cی گرافیکی مجزا ']}, {'title': 'اندازه صفحه نمایش', 'values': ['15.6 اینچ ']}, {'title': 'دقت صفحه نمایش', 'values': ['1080 × 1920 پیکسل - Full HD ']}, {'title': 'توضیحات صفح...
1168torob16gb ram 1tb ssd vga 3060 6gb i7 12700h an515 acer nitro 5 an51500a603f8-b303-4f49-b31e-3d0e05fab3a7acer6009800060098000new{'سازنده پردازنده': 'Intel', 'مدل پردازنده': 'Core i7', 'سری پردازنده': '12700H', 'فرکانس پردازنده': '2.3 گیگاهرتز تا 4.7 گیگاهرتز', 'حافظه کش': '24 MB', 'ظرفیت حافظه ی رم': '16GB', 'نوع و باس رم': 'DDR4 3200MHz', 'حافظه خشک(SSD)': '1TB', 'شرکت سازنده': 'NVIDIA', 'مدل پردازنده گرافیکی': 'Geforce RTX3060 6GB GDDR6', 'حافظه اختصاصی گرافیک': '6GB', 'اندازه صفحه نمایش': '15.6 اینچ', 'نوع صفحه نمایش': 'QHD (2560×1440) IPS', 'صفحه نمایش مات': 'بله', 'صفحه نمایش لمسی': 'خیر', 'درایو نوری': 'ندارد', 'کیبورد با نور پس زمینه': 'دارد', 'حسگر اثر انگشت': 'ندارد', 'وبکم': 'دارد', 'شبکه بیسیم WiFi': 'دارد', 'بلوتوث': 'دارد', 'پورت HDMI': 'دارد', 'پورت شبکه Ethernet': 'دارد', 'پورت USB Type-C': '1 عدد', 'پورت USB3': '3 عدد', 'درگاه Sd': 'ندارد', 'نوع باتری': '4Cell 57Wh', 'شارژدهی باتری': '1 الی 3 ساعت', 'سیستم عامل': 'ندارد', 'رنگ بندی': 'مشکی', 'طبقه بندی': 'اداری, دانشجویی, صنعتی, کاربری صنعتی, گیمینگ', 'اقلام همراه دستگاه': 'دفترچه راهنما, شارژر, کابل شارژر', 'تعداد هسته': '14 هسته حقیقی + 20 رشته مجازی', 'وزن (kg)':...
1511digiacer aspire 3 a315-58-34x1-i3 8gb 512ssd 15.6 inch laptop - customized11627648acer167900000167900000new[{'title': 'وزن', 'values': ['1.8 کیلوگرم']}, {'title': 'ابعاد', 'values': ['19.9×238.4×363.4  ']}, {'title': 'سازنده پردازنده', 'values': ['Intel ']}, {'title': 'سری پردازنده', 'values': ['Core i3 ']}, {'title': 'مدل پردازنده', 'values': ['1115G4 ']}, {'title': 'محدوده سرعت پردازنده', 'values': ['2.8 گیگاهرتز و بیشتر ']}, {'title': 'فرکانس پردازنده', 'values': ['3.0 تا 4.1 ']}, {'title': 'حافظه Cache', 'values': ['شش مگابایت ']}, {'title': 'سایر توضیحات پردازنده مرکزی (CPU)', 'values': ['تعداد هسته:2\r\nتعداد رشته: 4 ']}, {'title': 'ظرفیت حافظه RAM', 'values': ['هشت گیگابایت ']}, {'title': 'نوع حافظه RAM', 'values': ['DDR4 ']}, {'title': 'سایر توضیحات حافظه RAM', 'values': ['سرعت: 3200MHz ']}, {'title': 'ظرفیت حافظه داخلی', 'values': ['512 گیگابایت ']}, {'title': 'نوع حافظه داخلی', 'values': ['SSD ']}, {'title': 'سایر توضیحات حافظه داخلی', 'values': ['قابلیت ارتقاء ']}, {'title': 'سازنده پردازنده گرافیکی', 'values': ['Intel ']}, {'title': 'مدل پردازنده گرافیکی', 'values': ['UHD Graphics ']}, {'title': 'حا...
1428digiacer aspire 3 a315-58-34x1-i3 12gb 256ssd 15.6 inch laptop - customized11627649acer164990000164990000new[{'title': 'وزن', 'values': ['1.8 کیلوگرم']}, {'title': 'ابعاد', 'values': ['19.9×238.4×363.4  ']}, {'title': 'سازنده پردازنده', 'values': ['Intel ']}, {'title': 'سری پردازنده', 'values': ['Core i3 ']}, {'title': 'مدل پردازنده', 'values': ['1115G4 ']}, {'title': 'محدوده سرعت پردازنده', 'values': ['2.8 گیگاهرتز و بیشتر ']}, {'title': 'فرکانس پردازنده', 'values': ['3.0 تا 4.1 ']}, {'title': 'حافظه Cache', 'values': ['شش مگابایت ']}, {'title': 'سایر توضیحات پردازنده مرکزی (CPU)', 'values': ['تعداد هسته:2\r\nتعداد رشته: 4 ']}, {'title': 'ظرفیت حافظه RAM', 'values': ['12 گیگابایت ']}, {'title': 'نوع حافظه RAM', 'values': ['DDR4 ']}, {'title': 'سایر توضیحات حافظه RAM', 'values': ['سرعت: 3200MHz ']}, {'title': 'ظرفیت حافظه داخلی', 'values': ['256 گیگابایت ']}, {'title': 'نوع حافظه داخلی', 'values': ['SSD ']}, {'title': 'سایر توضیحات حافظه داخلی', 'values': ['قابلیت ارتقاء ']}, {'title': 'سازنده پردازنده گرافیکی', 'values': ['Intel ']}, {'title': 'مدل پردازنده گرافیکی', 'values': ['UHD ']}, {'title': 'اندازه صفحه ...
1369digiacer aspire 7 a715-51g-580p-i5 16gb 1ssd rtx 3050 15.6 inch laptop - customized11498486acer394990000394990000new[{'title': 'وزن', 'values': ['2.1 کیلوگرم']}, {'title': 'ابعاد', 'values': ['19.9×237.4×362.3 میلی\u200cمتر ']}, {'title': 'سازنده پردازنده', 'values': ['Intel ']}, {'title': 'سری پردازنده', 'values': ['Core i5 ']}, {'title': 'مدل پردازنده', 'values': ['1240P ']}, {'title': 'محدوده سرعت پردازنده', 'values': ['2.8 گیگاهرتز و بیشتر ']}, {'title': 'فرکانس پردازنده', 'values': ['3.3 تا 4.4 گیگاهرتز ']}, {'title': 'حافظه Cache', 'values': ['12 مگابایت ']}, {'title': 'سایر توضیحات پردازنده مرکزی (CPU)', 'values': ['12 هسته (4 هسته Performance و 8 هسته Efficient) / 16 رشته / توان: 28 وات / دارای پردازنده گرافیکی مجتمع Iris Xe اینتل ']}, {'title': 'ظرفیت حافظه RAM', 'values': ['16 گیگابایت ']}, {'title': 'نوع حافظه RAM', 'values': ['DDR4 ']}, {'title': 'سایر توضیحات حافظه RAM', 'values': ['سرعت: 3200 مگاهرتز ']}, {'title': 'ظرفیت حافظه داخلی', 'values': ['یک ترابایت ']}, {'title': 'نوع حافظه داخلی', 'values': ['SSD ']}, {'title': 'مشخصات حافظه داخلی', 'values': ['M.2 PCIe NVMe ']}, {'title': 'سازنده پردازنده گرافی...
1311digiacer aspire a315-23-r3pe-r5 12gb 1hdd 512ssd vega 8 15.6 inch laptop - customized11274999acer245080000245080000new[{'title': 'وزن', 'values': ['1.9 کیلوگرم']}, {'title': 'سازنده پردازنده', 'values': ['AMD ']}, {'title': 'سری پردازنده', 'values': ['Ryzen 5 ']}, {'title': 'مدل پردازنده', 'values': ['3500U ']}, {'title': 'محدوده سرعت پردازنده', 'values': ['2.8 گیگاهرتز و بیشتر ']}, {'title': 'فرکانس پردازنده', 'values': ['2.1 تا 3.7 گیگاهرتز ']}, {'title': 'حافظه Cache', 'values': ['چهار مگابایت ']}, {'title': 'سایر توضیحات پردازنده مرکزی (CPU)', 'values': ['4 هسته / 8 رشته ']}, {'title': 'ظرفیت حافظه RAM', 'values': ['12 گیگابایت ']}, {'title': 'نوع حافظه RAM', 'values': ['DDR4 ']}, {'title': 'ظرفیت حافظه داخلی', 'values': ['یک ترابایت و 512 گیگابایت ']}, {'title': 'نوع حافظه داخلی', 'values': ['هیبریدی ']}, {'title': 'مشخصات حافظه داخلی', 'values': ['1 ترابایت هاردیسک به همراه 512 گیگابایت حافظه از نوع SSD (درایو حالت جامد) (Solid State Drive) ']}, {'title': 'سازنده پردازنده گرافیکی', 'values': ['AMD ']}, {'title': 'مدل پردازنده گرافیکی', 'values': ['Radeon VEGA 8 ']}, {'title': 'حافظه اختصاصی پردازنده گرافیکی', 'value...
850torob5 a an515 45 r9sr acer nitro 5 an515 45 r9sr r7 5800h 16gb 512gb 4gb fhd gaming laptopfba25e4c-233b-4a45-a839-05eb9b53b9a4acer4185000043299000new{'برند': 'ACER', 'ابعاد': '255 × 263.4 × 23.9 میلی متر', 'وزن': '2.3 کیلوگرم', 'رنگ': 'مشکی (Shale Black)', 'سازنده پردازنده': 'AMD', 'سری پردازنده': 'Ryzen 7', 'مدل پردازنده': '5800H', 'محدوده سرعت پردازنده': '3.2GHz Up to 4.4GHz', 'تعداد هسته حقیقی': '8', 'تعداد هسته مجازی': '16', 'حافظه Cache': '16 مگابایت', 'نوع صفحه نمایش': 'IPS FullHD', 'اندازه صفحه نمایش': '15.6 اینچ', 'نرخ تصویر': '144Hz', 'رزولوشن صفحه نمایش': '1080 × 1920', 'توضیحات صفحه نمایش': 'نسبت تصویر 16:9', 'صفحه نمایش مات': 'دارد', 'صفحه نمایش لمسی': 'ندارد', 'ظرفیت حافظه RAM': '16 گیگابایت', 'نوع حافظه RAM': 'DDR4-3200 MHz', 'قابلیت ارتقاء RAM': 'Up to 32GB', 'نوع حافظه': 'SSD M.2 NVMe', 'ظرفیت حافظه': '512 گیگابایت', 'سرعت انتقال اطلاعات': 'Up to 3500 MB/s', 'نوع حافظه داخلی دوم': 'SSD M.2 NVMe', 'ظرفیت حافظه داخلی دوم': 'قابلیت اضافه به صورت دلخواه و سفارشی', 'نوع حافظه داخلی سوم': 'HDD/SSD', 'میزان حافظه داخلی سوم': 'قابلیت اضافه به صورت دلخواه و سفارشی', 'سازنده پردازنده گرافیکی': 'Nvidia', 'مدل پردازنده گرافیکی': 'GeForce RTX 3050',...
542torobaspire 3 a315 12gb ram 1tb hdd 256gb ssd i3 aspire 3 a315 56 356n ec33d8478-1e4c-4183-b65a-55f2e14e81ceacer1675000021100000new{'برند': 'ACER', 'ابعاد': '363.4 * 247.5 * 19.90 میلی\u200cمتر', 'وزن': '1.9 کلیوگرم', 'سازنده پردازنده': 'Intel', 'سری پردازنده': 'Core i3', 'مدل پردازنده': '1115G4', 'حافظه Cache': '6 مگابایت', 'محدوده سرعت پردازنده': '3GHz Up to 4.1GHz', 'نوع صفحه نمایش': 'FHD Acer ComfyView IPS LED LCD', 'توضیحات صفحه نمایش': 'نسبت تصویر 16:9', 'اندازه صفحه نمایش': '15.6 اینچ', 'رزولوشن صفحه نمایش': '1080* 1920', 'صفحه نمایش مات': 'ندارد', 'صفحه نمایش لمسی': 'ندارد', 'ظرفیت حافظه RAM': '12 گیگابایت', 'نوع حافظه RAM': 'DDR4-3200 MHz', 'قابلیت ارتقاء RAM': 'Up to 20GB', 'نوع حافظه': 'HDD', 'ظرفیت حافظه': '1 ترابایت', 'سرعت انتقال اطلاعات': 'Up to 6Gb/s', 'نوع حافظه داخلی دوم': 'SSD M.2 NVMe', 'ظرفیت حافظه داخلی دوم': '256 گیگابایت', 'سازنده پردازنده گرافیکی': 'Intel', 'مدل پردازنده گرافیکی': 'Intel® UHD Graphics for 11th Gen Intel® Processors', 'درایو نوری': 'ندارد', 'اتصالات.تعداد پورت USB2.0': 'ندارد', 'اتصالات.تعداد پورت USB3 3.1 Gen1': '1 عدد', 'اتصالات.تعداد پورت USB3 3.2 Gen1': 'ندارد', 'اتصالات.تعداد پورت USB3 3.2...
1597digiacer aspire 3 a315-510p-3652 - i3 4gb 512ssd 15.6 inch laptop - customized12784293acer163000000163000000new[{'title': 'وزن', 'values': ['1.7 کیلوگرم']}, {'title': 'ابعاد', 'values': ['18.9×237.5×362.9 میلی\u200cمتر ']}, {'title': 'سازنده پردازنده', 'values': ['Intel ']}, {'title': 'سری پردازنده', 'values': ['Core i3 ']}, {'title': 'مدل پردازنده', 'values': ['N305 ']}, {'title': 'فرکانس پردازنده', 'values': ['1.8 تا 3.8 گیگاهرتز ']}, {'title': 'حافظه Cache', 'values': ['شش مگابایت ']}, {'title': 'سایر توضیحات پردازنده مرکزی (CPU)', 'values': ['تعداد هسته: 8\r\nتعداد رشته: 8\r\nتوان مصرفی: 15 وات ']}, {'title': 'ظرفیت حافظه RAM', 'values': ['4 گیگابایت ']}, {'title': 'نوع حافظه RAM', 'values': ['LPDDR5 ']}, {'title': 'سایر توضیحات حافظه RAM', 'values': ['سرعت: 4800 مگاهرتز ']}, {'title': 'ظرفیت حافظه داخلی', 'values': ['512 گیگابایت ']}, {'title': 'نوع حافظه داخلی', 'values': ['SSD ']}, {'title': 'مشخصات حافظه داخلی', 'values': ['512 گیگابایت حافظه از نوع SSD PCIe NVMe(درایو حالت جامد) (Solid State Drive) ']}, {'title': 'سایر توضیحات حافظه داخلی', 'values': ['قابلیت ارتقاء دارد ']}, {'title': 'سازنده پردازنده گرا...
